texte,niveau,source
"Salmonella spp. in sesame seeds from Nigeria | nuts, nut products and seeds | Salmonella   - {pathogenic micro-organisms} | Nigeria",CRITIQUE,RASFF
"dimethoate end formetanate and chlorpyrifos-methyl in fresh peppers fromTürkiye  | fruits and vegetables | chlorpyrifos-methyl  unauthorised substance - {pesticide residues},dimethoate   - {pesticide residues},formetanate   - {pesticide residues} | Türkiye",CRITIQUE,RASFF
Lack of labelling on dried fruit bars with pumpkin seeds and dried apricots | cereals and bakery products |  | Greece,CRITIQUE,RASFF
"Hexaconazole and Chlorfenapyr in peppers from Viet Nam | herbs and spices | chlorfenapyr   - {pesticide residues},hexaconazole  unauthorised substance - {pesticide residues} | Vietnam",CRITIQUE,RASFF
"Aflatoxins in U.S.A. peanuts | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | United States",CRITIQUE,RASFF
Risk of mold on cookies | cereals and bakery products |  | Denmark,INFO,RASFF
Odeklarerad allergen- förpackat livsmedel  | cereals and bakery products |  | Sweden,CRITIQUE,RASFF
"Listeria monocytogenes in olive products from Germany | fruits and vegetables | Listeria monocytogenes  - {pathogenic micro-organisms} | Germany,Greece",CRITIQUE,RASFF
"pyrrolyzidine alkaloids detected in the food supplement Tribulus Terrestris Extract  | dietetic foods, food supplements and fortified foods | pyrrolizidine alkaloids   - {natural toxins (other)} | ",CRITIQUE,RASFF
RESIDUES OF PESTICIDES IN FROZEN DICED RED PEPPERS   FROM EGIPT | fruits and vegetables | propargite   - {pesticide residues} | Egypt,CRITIQUE,RASFF
"obecność bakterii Salmonella Typhimurium w 1 z 5 próbek bazylii treated, kraj pochodzenia: Egipt // Salmonella Typhimurium in basil from Egypt | herbs and spices | Salmonella typhimurium  - {pathogenic micro-organisms} | Egypt",CRITIQUE,RASFF
"High morphine content in poppy seeds origin from Turkey | nuts, nut products and seeds | morphine  high content - {composition} | Türkiye",CRITIQUE,RASFF
"Chlorpyrifos in Basmati Rice from India | nuts, nut products and seeds | chlorpyrifos   - {pesticide residues} | India",CRITIQUE,RASFF
"Pesticides residues in rice from Bangladesh  | cereals and bakery products | carbendazim  unauthorised substance - {pesticide residues},chlorpyrifos  unauthorised substance - {pesticide residues},tricyclazole  unauthorised substance - {pesticide residues} | Bangladesh",CRITIQUE,RASFF
"Salmonella in Indian Sesamseed | nuts, nut products and seeds | Salmonella spp.  - {pathogenic micro-organisms} | India",CRITIQUE,RASFF
"Pesticides residues in vine leaves from Egypt  | fruits and vegetables | Azoxystrobin   - {pesticide residues},acetamiprid   - {pesticide residues},bifenthrin   - {pesticide residues},boscalid   - {pesticide residues},carbendazim  unauthorised substance - {pesticide residues},chlorpyrifos  unauthorised substance - {pesticide residues},cyflufenamid   - {pesticide residues},difenoconazole   - {pesticide residues},dimethomorph   - {pesticide residues},indoxacarb   - {pesticide residues},iprodione   - {pesticide residues},lambda-cyhalothrin   - {pesticide residues},lufenuron   - {pesticide residues},metalaxyl   - {pesticide residues},propiconazole   - {pesticide residues},pyraclostrobin   - {pesticide residues},tebuconazole   - {pesticide residues},thiophanate-methyl   - {pesticide residues},trifloxystrobin   - {pesticide residues} | Egypt",CRITIQUE,RASFF
"Pyrrolizidine alkaloids in Dried oregano from Türkiye | nuts, nut products and seeds | pyrrolizidine alkaloids   - {natural toxins (other)} | Türkiye",CRITIQUE,RASFF
"Aflatoxins in U.S.A. peanuts | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | United States",CRITIQUE,RASFF
"nieautoryzowana nowa żywność mononukleotyd β-nikotynamidowy (NMN) o czystości 99% w suplementach diety z Polski/// unauthorized new food β-nicotinamide mononucleotide (NMN) with a purity of 99% in dietary supplements from Poland | dietetic foods, food supplements and fortified foods |  | China,Poland",ATTENTION,RASFF
canned ceps  | fruits and vegetables |  | Spain,CRITIQUE,RASFF
"AFLATOXINS IN SHELLED HAZELNUTS FROM GEORGIA | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Georgia",CRITIQUE,RASFF
Novel food bamboo shoots (Bambusa vulgaris) imported from China | fruits and vegetables |  | China,CRITIQUE,RASFF
novel food non autorizzato (Germogli di Bambusa vulgaris ) dalla Cina///unauthorized novel food (Bambusa vulgaris shoots) from China | fruits and vegetables |  | China,CRITIQUE,RASFF
"obecność salmonelli w sezamie  obłuszczonym// presence of Salmonella in decorticated sesame | nuts, nut products and seeds | Salmonella   - {pathogenic micro-organisms} | India",CRITIQUE,RASFF
Unauthorised additive (titanium dioxide E171) in moon cake pastries from China. | cereals and bakery products | colour E 171 - titanium dioxide unauthorised use - {food additives and flavourings} | China,CRITIQUE,RASFF
Unauthorised substance matrine in licorice powder | herbs and spices | matrine  unauthorised substance - {pesticide residues} | Iran,ATTENTION,RASFF
Presence of mould on tortillas | cereals and bakery products |  | Spain,ATTENTION,RASFF
Pesticide residues of formetanate in peppers from Republic of North Macedonia | fruits and vegetables | formetanate   - {pesticide residues} | Republic of North Macedonia,CRITIQUE,RASFF
"high count of moulds and aflatoxins in shelled almonds from the United States | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins},moulds  high count - {non-pathogenic micro-organisms} | United States",CRITIQUE,RASFF
"Novel food - huperzine A in food supplement from United States | dietetic foods, food supplements and fortified foods |  | United States",ATTENTION,RASFF
Unauthorised use of synthetic colouring agent (E110) in corn based snacks from Mexico  | cereals and bakery products | colour E 110 - Sunset Yellow FCF unauthorised use - {food additives and flavourings} | Mexico,ATTENTION,RASFF
"chlorpyrifos - methyl and pirimiphos - methyl in fresh pepper from Türkiye  | fruits and vegetables | chlorpyrifos-methyl  unauthorised substance - {pesticide residues},pirimiphos-methyl   - {pesticide residues} | Türkiye",CRITIQUE,RASFF
Pesticides residues in tamarillo from Colombia | fruits and vegetables | omethoate   - {pesticide residues} | Colombia,CRITIQUE,RASFF
"Ethylene oxide in bay leaf, from Türkiye  | herbs and spices | ethylene oxide   - {pesticide residues} | Türkiye",CRITIQUE,RASFF
Pesticides residues in rice from India | cereals and bakery products | chlorpyrifos  unauthorised substance - {pesticide residues} | India,CRITIQUE,RASFF
ochratoxin A in sultanas from Türkiye | fruits and vegetables | ochratoxin A   - {mycotoxins} | Türkiye,ATTENTION,RASFF
"Non-authorised novel foods and labelling deficiencies in food supplements from the Netherlands | dietetic foods, food supplements and fortified foods |  | Netherlands",INFO,RASFF
"unauthorised novel food ingredient cannabidiol (CBD) in food supplements from Bulgaria offered online for sale | dietetic foods, food supplements and fortified foods |  | Bulgaria",ATTENTION,RASFF
"tropanic alcaloids in buckwheat flour | cereals and bakery products | atropine   - {natural toxins (other)},scopolamine   - {natural toxins (other)} | France",CRITIQUE,RASFF
Listeria monocytogenes in focaccia bread from the Netherlands | cereals and bakery products | Listeria monocytogenes  - {pathogenic micro-organisms} | Netherlands,CRITIQUE,RASFF
Presence of Anisakis spp parasites in Hake Merluccius Merluccius from Spain | fish and fish products | Anisakis  parasitic infestation with - {parasitic infestation} | Spain,INFO,RASFF
"Mold on the surface of dried plum, packaged in Croatia with raw material from Serbia | fruits and vegetables |  | Croatia,Serbia",ATTENTION,RASFF
"Spoilage of pine kernels from the Netherlands | nuts, nut products and seeds |  | Netherlands",INFO,RASFF
Alérgeno (albúmina) no declarado en atún de Ecuador. Undeclared Allergen (albumin) in tuna from Ecuador | fish and fish products |  | ,CRITIQUE,RASFF
MERCURIO IN FILONI DI TONNO A PINNE GIALLE/mercury in chilled tuna (Thunnus albacares) loins from Spain | fish and fish products | mercury   - {heavy metals} | Spain,CRITIQUE,RASFF
Mercurio en atún de Marruecos. Mercury in tuna from Morocco | fish and fish products | mercury   - {heavy metals} | Morocco,CRITIQUE,RASFF
Chlorpyriphos in dried black eye beans from Madagascar | fruits and vegetables | chlorpyriphos-ethyl   - {pesticide residues} | Madagascar,CRITIQUE,RASFF
Penthiopyrad in fresh mint from Israel | herbs and spices | pesticide residues   - {pesticide residues} | Israel,CRITIQUE,RASFF
Mercury above legal limits in swordfish  from Spain | fish and fish products | mercury   - {heavy metals} | Spain,CRITIQUE,RASFF
"Pesticides residues in vine leaves from Egypt | fruits and vegetables | acetamiprid   - {pesticide residues},boscalid   - {pesticide residues},chlorpyrifos  unauthorised substance - {pesticide residues},cyfluthrin   - {pesticide residues},diflubenzuron   - {pesticide residues},emamectin   - {pesticide residues},imidacloprid   - {pesticide residues},tebuconazole   - {pesticide residues},thiophanate-methyl   - {pesticide residues} | Egypt",CRITIQUE,RASFF
"Histamine in tuna, from Sri Lanka | fish and fish products | histamine   - {biological contaminants} | Sri Lanka",ATTENTION,RASFF
Presence of Listeria monocytogenes in fresh salmon from Norway | fish and fish products | Listeria monocytogenes  - {pathogenic micro-organisms} | Norway,ATTENTION,RASFF
"Pyrrolizidine alkaloids (3292 µg/kg - ppb) in dried oregano from Türkiye, via Italy | herbs and spices | pyrrolizidine alkaloids   - {natural toxins (other)} | Türkiye",CRITIQUE,RASFF
Foreign bodies (Stones and other foreign objects) in rubbed mint from Egypt | herbs and spices | foreign body   - {foreign bodies} | Egypt,CRITIQUE,RASFF
"przekroczenie NDP rtęci w suplementach diety z Polski // exceeding the MRL for mercury in food supplements from Poland | dietetic foods, food supplements and fortified foods | mercury   - {heavy metals} | Poland",INFO,RASFF
"ETO in frozen garlic | fruits and vegetables | 2-chloroethanol   - {pesticide residues} | China,Spain",CRITIQUE,RASFF
"suplement diety spełnia kryterium definicji dla produktu leczniczego /// a food supplement due to its composition meets the definition criterion for a medicinal product | dietetic foods, food supplements and fortified foods |  | Poland",ATTENTION,RASFF
"Aflatoxin B1 in Brazil nuts from Brazil | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins} | Brazil,Greece",CRITIQUE,RASFF
Aflatoxin B1 in red raw rice | cereals and bakery products | Aflatoxin B1   - {mycotoxins} | Netherlands,CRITIQUE,RASFF
"Aflatoxin in USA groundnuts | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | United States",CRITIQUE,RASFF
"Lead and mercury in ayurvedic food supplements from India | dietetic foods, food supplements and fortified foods | arsenic   - {heavy metals},lead  high content - {heavy metals},mercury   - {heavy metals} | India",CRITIQUE,RASFF
"Chloropiryfos w produkcie pn. Mak niebieski // Exceeding the MRL for chlorpyrifos residues in blue poppy seeds from Slovakia | nuts, nut products and seeds | chlorpyrifos   - {pesticide residues} | Slovakia",ATTENTION,RASFF
"aflatoxins in groundnuts from The United States | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | United States",CRITIQUE,RASFF
"Aflatoxins in U.S.A. peanuts | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | United States",CRITIQUE,RASFF
"chlorpyrifos-methyl and etoxazole in sweet peppers from Turkey | fruits and vegetables | chlorpyrifos   - {pesticide residues},etoxazole   - {pesticide residues} | Türkiye",CRITIQUE,RASFF
Forchlorfenuron in pitahayas from Vietnam | fruits and vegetables | Forchlorfenuron   - {pesticide residues} | Vietnam,CRITIQUE,RASFF
Some cans are bulging and smell strange after opening in Chang Sheng | fruits and vegetables |  | Hong Kong,ATTENTION,RASFF
Listeria monocytogenes in smoked trout | fish and fish products | Listeria monocytogenes  - {pathogenic micro-organisms} | Denmark,CRITIQUE,RASFF
"Heptachlor (and dieldrin) in frozen courgette slices | fruits and vegetables | dieldrin  prohibited substance - {pesticide residues},heptachlor  prohibited substance - {pesticide residues} | France",ATTENTION,RASFF
Metalaxyl in fresh cucumbers for further processing from Serbia | fruits and vegetables | metalaxyl   - {pesticide residues} | Serbia,CRITIQUE,RASFF
"Atropine and scopolamine in organic sorghum flour from Italy | cereals and bakery products | atropine   - {natural toxins (other)},scopolamine   - {natural toxins (other)} | Italy",CRITIQUE,RASFF
"przekroczenie NDP rtęci w suplemencie diety z Polski // exceeding the MRL for mercury in food supplements from Poland | dietetic foods, food supplements and fortified foods | mercury   - {heavy metals} | Poland",INFO,RASFF
Chlorpyrifos in fresh mandarins from Egypt | fruits and vegetables | chlorpyrifos  unauthorised substance - {pesticide residues} | Egypt,CRITIQUE,RASFF
Mercurio en mero (Epinephelus guaza) de Túnez. Mercury in grouper fish (Epinephelus guaza) from Tunisia. | fish and fish products | mercury   - {heavy metals} | Tunisia,CRITIQUE,RASFF
Ochratoxin A in sultanas from Türkiye via the Netherlands | fruits and vegetables | ochratoxin A   - {mycotoxins} | Türkiye,CRITIQUE,RASFF
Pesticide analysis result for oranges - MRL exceeded for Imazalil  | fruits and vegetables | imazalil   - {pesticide residues} | South Africa,ATTENTION,RASFF
Not declared allergen celery in Frutta da bere | fruits and vegetables |  | Netherlands,CRITIQUE,RASFF
"Mercury and pesticides residues  in food supplements from India | dietetic foods, food supplements and fortified foods | acetamiprid   - {pesticide residues},malathion   - {pesticide residues},mercury   - {heavy metals} | India",CRITIQUE,RASFF
"Adverse effects from food supplement | dietetic foods, food supplements and fortified foods |  | Estonia",ATTENTION,RASFF
 Anisakis en pez (San Pedro) de Marruecos. Anisakis in Zeus faber from Morocco | fish and fish products |  | Morocco,CRITIQUE,RASFF
Anisakis en huevas de merluza de Marruecos. Anisakis in hake roe from Morocco. | fish and fish products |  | Morocco,CRITIQUE,RASFF
Salmonella in betel leaves from India | herbs and spices | Salmonella   - {pathogenic micro-organisms} | India,CRITIQUE,RASFF
Ochratoxine A in cayenne pepper from Turkey | herbs and spices | ochratoxin A   - {mycotoxins} | Türkiye,CRITIQUE,RASFF
"SESAME SEEDS FROM ETHIOPIA WITH ABSENCE OF OFFICIAL CERTIFICATES | nuts, nut products and seeds |  | Ethiopia",CRITIQUE,RASFF
"SESAME SEEDS FROM ETHIOPIA WITH ABSENCE OF OFFICIAL CERTIFICATES | nuts, nut products and seeds |  | Ethiopia",CRITIQUE,RASFF
Improper test report (sampling has not been done by the competent authority of third country) for mushrooms from Russia | fruits and vegetables |  | Russia,CRITIQUE,RASFF
Improper test report (sampling has not been done by the competent authority of third country) for mushrooms from Russia | fruits and vegetables |  | Russia,CRITIQUE,RASFF
Improper test report (sampling has not been done by the competent authority of third country) for mushrooms from Russia | fruits and vegetables |  | Russia,CRITIQUE,RASFF
Breaded fish fillets with a wrong smell and taste | fish and fish products |  | Netherlands,INFO,RASFF
"Cypermethrin and carbendazim in Burmese Grape (Baccaurea ramiflora) from Bangladesh | fruits and vegetables | carbendazim  unauthorised substance - {pesticide residues},cypermethrin   - {pesticide residues} | Bangladesh",CRITIQUE,RASFF
chlorpyrifos - methyl in pepers from Türkiye | fruits and vegetables | chlorpyrifos-methyl   - {pesticide residues} | Türkiye,CRITIQUE,RASFF
formetanate in fresh pepper from Türkiye | fruits and vegetables | formetanate   - {pesticide residues} | Türkiye,CRITIQUE,RASFF
"Carbendazim (0,34 +/- 0,17 mg/kg) in frozen raspberries from Ukraine | fruits and vegetables | carbendazim  unauthorised substance - {pesticide residues} | Ukraine",CRITIQUE,RASFF
"Chlorfenapyr, propiconazole and cypermethrin in chilli peppers from Cambodia | fruits and vegetables | chlorfenapyr  unauthorised substance - {pesticide residues},cypermethrin   - {pesticide residues},propiconazole   - {pesticide residues} | Cambodia",CRITIQUE,RASFF
Lack of precautionary labelling on bakery products from Spain | cereals and bakery products |  | Spain,CRITIQUE,RASFF
"Chlorpyrifos in avocado from Kenya, via Germany | fruits and vegetables | chlorpyrifos  unauthorised substance - {pesticide residues} | Kenya",ATTENTION,RASFF
"Novel food L-alpha-glycerylphosphorylcholine (alpha-GPC) in food supplements from Germany | dietetic foods, food supplements and fortified foods |  | China",ATTENTION,RASFF
"przekroczenie NDP rtęci (0,2271mg/kg ± 0,0318 mg/kg) w suplemencie diety z Polski/// exceeding the MRL for mercury (0.2271mg/kg ± 0.0318 mg/kg) in a food supplement from Poland | dietetic foods, food supplements and fortified foods | mercury   - {heavy metals} | China,Poland",INFO,RASFF
cypermethrin in fresh pomegranatde from Turkey | fruits and vegetables | cypermethrin   - {pesticide residues} | Türkiye,CRITIQUE,RASFF
Carbaryl in langsat bon bon from Vietnam | fruits and vegetables | carbaryl   - {pesticide residues} | Vietnam,CRITIQUE,RASFF
Exceedance of tropane alkaloids limit | cereals and bakery products | tropane alkaloids  - {natural toxins (other)} | France,CRITIQUE,RASFF
Foodborne outbreak possibly linked to tortillas from Poland | cereals and bakery products |  | Netherlands,INFO,RASFF
"Presence of live insects in sacks containing pistachios from Iran | nuts, nut products and seeds |  | Iran",CRITIQUE,RASFF
Temperature failure in frozen fish from Uruguay | fish and fish products |  | Uruguay,CRITIQUE,RASFF
"nieautoryzowana nowa żywność alfosceran choliny (α-GPC) w suplemencie diety // unauthorized novel food choline alfoscerate (α-GPC) in food supplement from Poland | dietetic foods, food supplements and fortified foods |  | Poland",ATTENTION,RASFF
"Hydrocyanic acid in apricot kernels from Greece | nuts, nut products and seeds | cyanide  too high content - {biological contaminants} | Greece",CRITIQUE,RASFF
"Too high content of hydrogen cyanide in apricot kernels from Germany  | nuts, nut products and seeds | cyanide  too high content - {biological contaminants} | Germany",CRITIQUE,RASFF
"Salmonella (wykryto/25 g w 4 z 5 próbek) w nasionach sezamu z Indii ///Salmonella (in 4 out of 5 samples) in sesame seeds from India | nuts, nut products and seeds | Salmonella   - {pathogenic micro-organisms} | India",CRITIQUE,RASFF
"Unauthorised use of colour and irregular labelling of corn based snacks from Mexico and US through Germany | cereals and bakery products | colour E 110 - Sunset Yellow FCF unauthorised use - {food additives and flavourings} | Mexico,United States",ATTENTION,RASFF
"Salmonella (wykryto/25 g w 1 z 5 próbek) w nasionach sezamu z Indii ///Salmonella (in 1 of 5 samples) in sesame seeds from India | nuts, nut products and seeds | Salmonella   - {pathogenic micro-organisms} | India",CRITIQUE,RASFF
"Undeclared allergen soy in stir-fry vegetables, from China | fruits and vegetables |  | Netherlands",CRITIQUE,RASFF
Thiabendazole in eggplants from Dominican Republic | fruits and vegetables | thiabendazole   - {pesticide residues} | Dominican Republic,CRITIQUE,RASFF
"Cadmium in rice from Italy | cereals and bakery products | cadmium   - {heavy metals} | Hungary,Italy",CRITIQUE,RASFF
"Sickness after taking dietary (protein) supplements, from Sweden | dietetic foods, food supplements and fortified foods |  | Sweden",ATTENTION,RASFF
"Foreign bodies (stones) in watermelon seeds from Libanon, via Germany | nuts, nut products and seeds | stones   - {foreign bodies} | Lebanon",CRITIQUE,RASFF
"SESAME SEEDS FROM SUDAN WITH ABSENCE OF ORIGINAL CERTIFCATES | nuts, nut products and seeds |  | Sudan",CRITIQUE,RASFF
"SESAME SEEDS FROM ETHIOPIA WITH INCORECT OFFICIAL CERTIFICATES | nuts, nut products and seeds |  | Ethiopia",CRITIQUE,RASFF
Execeede RPA value for the sum  of malachite green and luecomalachite green in frozen Catfish fillets from Vietnam | fish and fish products | leucomalachite green prohibited substance - {residues of veterinary medicinal products} | Vietnam,CRITIQUE,RASFF
mercury in fresh swordfish | fish and fish products | mercury   - {heavy metals} | ,CRITIQUE,RASFF
"Atropine and scopolamine in organic whole grain teff flour from Germany | cereals and bakery products | atropine   - {natural toxins (other)},scopolamine   - {natural toxins (other)} | Germany",CRITIQUE,RASFF
"High content of vitamin B6 in food supplement from Germany | dietetic foods, food supplements and fortified foods | vitamin B6  too high intake - {composition} | Germany",CRITIQUE,RASFF
"Acephate and Methamidophos in green beans from Kenya | fruits and vegetables | acephate  unauthorised substance - {pesticide residues},methamidophos  unauthorised substance - {pesticide residues} | ",CRITIQUE,RASFF
"Salmonella spp. in walnut kernels from the USA | nuts, nut products and seeds | Salmonellen   - {pathogenic micro-organisms} | United States",CRITIQUE,RASFF
Clorpirifos en aceitunas de mesa de Marruecos/Chlorpyrifos in olives from Morocco | fruits and vegetables | chlorpyrifos  unauthorised substance - {pesticide residues} | Morocco,CRITIQUE,RASFF
mercury in tuna loin from Spain | fish and fish products | mercury   - {heavy metals} | Spain,CRITIQUE,RASFF
Rotura de la cadena de frío en caballa congelada de Marruecos. Poor temperature control for frozen mackerel from Morocco. | fish and fish products |  | Morocco,CRITIQUE,RASFF
Pesticides residues in beans from Kenya | fruits and vegetables | carbofuran   - {pesticide residues} | Kenya,CRITIQUE,RASFF
"Aflatoxins in rice originating from Pakistan, destination France | cereals and bakery products | Aflatoxin B1   - {mycotoxins} | Pakistan",CRITIQUE,RASFF
"ALOE EMODIN IN FOOD SUPPLEMENT | dietetic foods, food supplements and fortified foods | aloe-emodin prohibited substance - {composition} | Belgium",CRITIQUE,RASFF
Ochratoxin A in organic rye flakes from Latvia | cereals and bakery products | ochratoxin A   - {mycotoxins} | Latvia,INFO,RASFF
"Aflatoxin in ground nutmeg  | herbs and spices | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Türkiye",CRITIQUE,RASFF
ETO in mix of powdered spices | herbs and spices | ethylene oxide   - {pesticide residues} | United Kingdom,CRITIQUE,RASFF
"SESAME SEEDS FROM SUDAN WITH ABSENCE OF ORIGINAL CERTIFCATES | nuts, nut products and seeds |  | Sudan",CRITIQUE,RASFF
"SESAME SEEDS FROM SUDAN WITH ABSENCE OF ORIGINAL CERTIFCATES | nuts, nut products and seeds |  | Sudan",CRITIQUE,RASFF
"SESAME SEEDS FROM SUDAN WITH ABSENCE OF OFFICIAL CERTIFICATES | nuts, nut products and seeds |  | Sudan",CRITIQUE,RASFF
"SESAME SEEDS FROM ETHIOPIA  WITH ABSENCE OF ORIGINAL CERTIFCATES | nuts, nut products and seeds |  | Ethiopia",CRITIQUE,RASFF
ochratoxin A (92 µg/kg - ppb) in ground nutmeg from Indonesia | herbs and spices | ochratoxin A   - {mycotoxins} | Indonesia,CRITIQUE,RASFF
Pesticide residues of formetanate in peaches from Serbia | fruits and vegetables | formetanate   - {pesticide residues} | Serbia,CRITIQUE,RASFF
Listeria monocytogenes ST155 isolated from a clinical case associated with the consumption of smoked salmon from Lithuania | fish and fish products | Listeria monocytogenes  - {pathogenic micro-organisms} | Lithuania,CRITIQUE,RASFF
Allergen milk not declared in protein pancakemix | cereals and bakery products |  | Netherlands,CRITIQUE,RASFF
Exceeding the MRL of pesticide residue (linuron) in celery from Poland | fruits and vegetables | linuron   - {pesticide residues} | Poland,ATTENTION,RASFF
"Unauthorized novel food ingredient Cissus quadrangularis in food supplement from the Netherlands | dietetic foods, food supplements and fortified foods | novel food ingredient  unauthorised - {novel food} | Netherlands",ATTENTION,RASFF
"SESAME SEEDS FROM SUDAN WITH ABSENCE OF OFFICIAL CERTIFICATES | nuts, nut products and seeds |  | Sudan",CRITIQUE,RASFF
"SALMONELLA IN SESAME SEEDS FROM NIGERIA | nuts, nut products and seeds | Salmonella   - {pathogenic micro-organisms} | Nigeria",CRITIQUE,RASFF
"Novel food betel nuts (Areca catechu) imported in Italy from Bangladesh | nuts, nut products and seeds |  | Bangladesh",CRITIQUE,RASFF
"Non-authorized Novel food betel nuts (Areca catechu) from Bangladesh | nuts, nut products and seeds |  | Bangladesh",CRITIQUE,RASFF
"SALMONELLA IN SESAME SEEDS FROM NIGERIA | nuts, nut products and seeds | Salmonella   - {pathogenic micro-organisms} | Nigeria",CRITIQUE,RASFF
NOVEL FOOD TRAMETES VERSICOLOR | fruits and vegetables |  | China,CRITIQUE,RASFF
ochratoxin A in paprika powder  | herbs and spices | ochratoxin A   - {mycotoxins} | ,CRITIQUE,RASFF
"Salmonella spp. in organic lemon thyme from Italy | herbs and spices | Salmonella spp.  - {pathogenic micro-organisms} | Germany,Italy",CRITIQUE,RASFF
Istamina oltre i limiti in filetti di acciughe in olio di oliva  Histamine beyond the limits in anchovy fillets in olive oil | fish and fish products | histamine   - {biological contaminants} | Italy,CRITIQUE,RASFF
"Aflatoxin in USA groundnuts | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | United States",CRITIQUE,RASFF
"In Protocol of results of sampling and analyses absent information about sampling of consignments and information about laboratories accreditation in accordance with the standard ISO/IEC 17025. | dietetic foods, food supplements and fortified foods |  | India",CRITIQUE,RASFF
"In Protocol of results of sampling and analyses absent information about sampling of consignments and information about laboratories accreditation in accordance with the standard ISO/IEC 17025. | dietetic foods, food supplements and fortified foods |  | India",CRITIQUE,RASFF
"Thiamethoxam and unauthorized substance tricyclazole in basmati rice from India | cereals and bakery products | thiamethoxam   - {pesticide residues},tricyclazole  unauthorised substance - {pesticide residues} | India",CRITIQUE,RASFF
"glas fragment in cashew kernels from Vietnam | nuts, nut products and seeds |  | ",ATTENTION,RASFF
"Aflatoxine B1 in Paraguayen groundnuts kernels | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Paraguay",CRITIQUE,RASFF
"SESAME SEEDS FROM NIGERIA WITH ABSENCE OF ORIGINAL CERTIFCATES | nuts, nut products and seeds |  | Nigeria",CRITIQUE,RASFF
"SESAME SEEDS FROM NIGERIA WITH ABSENCE OF ORIGINAL CERTIFCATES | nuts, nut products and seeds |  | Nigeria",CRITIQUE,RASFF
"Sesame seeds from Nigeria without correct official certificate | nuts, nut products and seeds |  | Nigeria",CRITIQUE,RASFF
"SESAME SEEDS FROM ETHIOPIA WITH ABSENCE OF OFFICIAL CERTIFICATES | nuts, nut products and seeds |  | Ethiopia",CRITIQUE,RASFF
"Salmonella spp. in sesame seeds from Nigeria | nuts, nut products and seeds | Salmonella spp.  - {pathogenic micro-organisms} | Nigeria",CRITIQUE,RASFF
Rice crackers from China with absence of original certificate | cereals and bakery products |  | China,CRITIQUE,RASFF
Ochratoxin A in spice preparation  | herbs and spices | ochratoxin A   - {mycotoxins} | ,CRITIQUE,RASFF
Listeria monocytogenes in hot smoked salmon in pieces from Poland | fish and fish products |  | Poland,CRITIQUE,RASFF
unauthorised substance chlorpyriphos in plums from Poland | fruits and vegetables | chlorpyrifos  unauthorised substance - {pesticide residues} | Poland,CRITIQUE,RASFF
Unfavourable identity checks for organic rice from Pakistan | cereals and bakery products |  | Pakistan,CRITIQUE,RASFF
"In Protocol of results of sampling and analyses absent information about sampling of consignments and information about laboratories accreditation in accordance with the standard ISO/IEC 17025. | dietetic foods, food supplements and fortified foods |  | India",CRITIQUE,RASFF
"In Protocol of results of sampling and analyses absent information about sampling of consignments and information about laboratories accreditation in accordance with the standard ISO/IEC 17025.  | dietetic foods, food supplements and fortified foods |  | India",CRITIQUE,RASFF
"In Protocol of results of sampling and analyses absent information about sampling of consignments and information about laboratories accreditation in accordance with the standard ISO/IEC 17025 | dietetic foods, food supplements and fortified foods |  | India",CRITIQUE,RASFF
Pesticide residues of chlorpyrifos in plum from Serbia | fruits and vegetables | chlorpyrifos   - {pesticide residues} | Serbia,CRITIQUE,RASFF
Ochratoxin A in mulberries from Turkye | fruits and vegetables | ochratoxin A   - {mycotoxins} | Türkiye,CRITIQUE,RASFF
"Benzo(a)pyrene and polycyclic aromatic hydrocarbons (PAHs) in smoked fish from Ghana | fish and fish products | benzo(a)pyrene   - {environmental pollutants},polycyclic aromatic hydrocarbons sum of  - {environmental pollutants} | Ghana",CRITIQUE,RASFF
Salmonella spp. in sea bass or sea bass (dicentrarchus labrax) 400/600 CroatiaSalmonella spp. in spigola o branzino (dicentrarchus labrax) 400/600 Croazia | fish and fish products | Salmonella   - {pathogenic micro-organisms} | Croatia,INFO,RASFF
"novel food non autorizzato (L-alpha-glycerylphosphorylcholine) in integratore alimentare//unauthorized novel food (L-alpha-glycerylphosphorylcholine) in food supplement | dietetic foods, food supplements and fortified foods |  | Italy",ATTENTION,RASFF
"Aflatoxin in unpasteurized almond kernels from the United States | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | United States",CRITIQUE,RASFF
